,City,State,Country,location
8095,Nottingham,PA,USA,"Nottingham,PA,USA"
8096,Webster,NY,USA,"Webster,NY,USA"
8097,Spokane,WA,USA,"Spokane,WA,USA"
8098,Swansboro,NC,USA,"Swansboro,NC,USA"
8099,Boston,MA,USA,"Boston,MA,USA"
8100,Kingston,IL,USA,"Kingston,IL,USA"
8101,Tamworth (UK/England),,United Kingdom,"Tamworth (UK/England),United Kingdom"
8102,Bothell,WA,USA,"Bothell,WA,USA"
8103,Longmont,CO,USA,"Longmont,CO,USA"
8104,Mckees Rocks,PA,USA,"Mckees Rocks,PA,USA"
8105,Fresno,CA,USA,"Fresno,CA,USA"
8106,New York City (Bronx),NY,USA,"New York City (Bronx),NY,USA"
8107,Bessemer,AL,USA,"Bessemer,AL,USA"
8108,Ogallala,NE,USA,"Ogallala,NE,USA"
8109,West Fargo,ND,USA,"West Fargo,ND,USA"
8110,Mountlake Terrace,WA,USA,"Mountlake Terrace,WA,USA"
8111,Raigad (India),,India,"Raigad (India),India"
8112,Star Valley,AZ,USA,"Star Valley,AZ,USA"
8113,Ashaway,RI,USA,"Ashaway,RI,USA"
8114,Charlton,NY,USA,"Charlton,NY,USA"
8115,Show Low,AZ,USA,"Show Low,AZ,USA"
8116,Kirtland,NM,USA,"Kirtland,NM,USA"
8117,Sandy,UT,USA,"Sandy,UT,USA"
8118,Monroe Township,NJ,USA,"Monroe Township,NJ,USA"
8119,Fishers,IN,USA,"Fishers,IN,USA"
8120,Irmo,SC,USA,"Irmo,SC,USA"
8121,Belgrade,MT,USA,"Belgrade,MT,USA"
8122,Middleton,ID,USA,"Middleton,ID,USA"
8123,Calgary (Canada),AB,Canada,"Calgary (Canada),AB,Canada"
8124,Edmonds,WA,USA,"Edmonds,WA,USA"
8125,Cle Elum,WA,USA,"Cle Elum,WA,USA"
8126,Schertz,TX,USA,"Schertz,TX,USA"
8127,Lewes,DE,USA,"Lewes,DE,USA"
8128,Pine City,NY,USA,"Pine City,NY,USA"
8129,Collins,MS,USA,"Collins,MS,USA"
8130,Kapolei,HI,USA,"Kapolei,HI,USA"
8131,Fayetteville,AR,USA,"Fayetteville,AR,USA"
8132,Walhalla,SC,USA,"Walhalla,SC,USA"
8133,Conroe,TX,USA,"Conroe,TX,USA"
8134,Socorro,NM,USA,"Socorro,NM,USA"
8135,Lebanon,OH,USA,"Lebanon,OH,USA"
8136,Royal Palm Beach,FL,USA,"Royal Palm Beach,FL,USA"
8137,Payette,ID,USA,"Payette,ID,USA"
8138,Rancho Palos Verdes,CA,USA,"Rancho Palos Verdes,CA,USA"
8139,Provo,UT,USA,"Provo,UT,USA"
8140,Northwich (UK/England),,United Kingdom,"Northwich (UK/England),United Kingdom"
8141,Port Elgin (Canada),ON,Canada,"Port Elgin (Canada),ON,Canada"
8142,Edmonds,WA,USA,"Edmonds,WA,USA"
8143,Fernley,NV,USA,"Fernley,NV,USA"
8144,Spokane,WA,USA,"Spokane,WA,USA"
8145,Sturgis,SD,USA,"Sturgis,SD,USA"
8146,Klamath Falls,OR,USA,"Klamath Falls,OR,USA"
8148,Rosarito)(Baja)(Mexico),OH,Mexico,"Rosarito)(Baja)(Mexico),OH,Mexico"
8149,Marietta,GA,USA,"Marietta,GA,USA"
8150,Phoenix,AZ,USA,"Phoenix,AZ,USA"
8151,Burbank,CA,USA,"Burbank,CA,USA"
8152,Spring,TX,USA,"Spring,TX,USA"
8153,Boise,ID,USA,"Boise,ID,USA"
8154,Denver,CO,USA,"Denver,CO,USA"
8155,Woodbridge,NJ,USA,"Woodbridge,NJ,USA"
8156,Brights Grove (Canada),ON,Canada,"Brights Grove (Canada),ON,Canada"
8157,Newton,IA,USA,"Newton,IA,USA"
8158,Jellico,TN,USA,"Jellico,TN,USA"
8159,Cottonwood,AZ,USA,"Cottonwood,AZ,USA"
8160,Piedmont,MO,USA,"Piedmont,MO,USA"
8161,Newington,CT,USA,"Newington,CT,USA"
8162,Jonesboro,AR,USA,"Jonesboro,AR,USA"
8163,Fairfield,OH,USA,"Fairfield,OH,USA"
8164,Oak Hill,WV,USA,"Oak Hill,WV,USA"
8165,Oswego,NY,USA,"Oswego,NY,USA"
8166,Homosassa,FL,USA,"Homosassa,FL,USA"
8167,Corydon,IN,USA,"Corydon,IN,USA"
8168,Venice,FL,USA,"Venice,FL,USA"
8169,Aragonite,UT,USA,"Aragonite,UT,USA"
8170,Flagstaff,AZ,USA,"Flagstaff,AZ,USA"
8171,Carson City,NV,USA,"Carson City,NV,USA"
8172,St. Louis,MO,USA,"St. Louis,MO,USA"
8173,Kansas City,MO,USA,"Kansas City,MO,USA"
8174,Kissimmee,FL,USA,"Kissimmee,FL,USA"
8175,Carson City,NV,USA,"Carson City,NV,USA"
8176,Yardley,PA,USA,"Yardley,PA,USA"
8177,Organ Pipe National Monument,AZ,USA,"Organ Pipe National Monument,AZ,USA"
8178,Council Bluffs,IA,USA,"Council Bluffs,IA,USA"
8179,Mt. Vernon,IN,USA,"Mt. Vernon,IN,USA"
8180,Everett,WA,USA,"Everett,WA,USA"
8181,Armadale (Australia),,Australia,"Armadale (Australia),Australia"
8182,Palmdale,CA,USA,"Palmdale,CA,USA"
8183,South Portland,ME,USA,"South Portland,ME,USA"
8184,Hanover,MD,USA,"Hanover,MD,USA"
8185,St. Louis,MO,USA,"St. Louis,MO,USA"
8186,Gulf Shores,AL,USA,"Gulf Shores,AL,USA"
8187,Douglas,WY,USA,"Douglas,WY,USA"
8188,Tallahassee,FL,USA,"Tallahassee,FL,USA"
8189,Bladenboro,NC,USA,"Bladenboro,NC,USA"
8190,Okemos,MI,USA,"Okemos,MI,USA"
8191,Reading,PA,USA,"Reading,PA,USA"
8192,Res Moines,IA,USA,"Res Moines,IA,USA"
8193,Cleveland,TX,USA,"Cleveland,TX,USA"
8194,Cedarville,OH,USA,"Cedarville,OH,USA"
8195,Houston,TX,USA,"Houston,TX,USA"
8196,Edmonds,WA,USA,"Edmonds,WA,USA"
8197,Tallahassee,CA,USA,"Tallahassee,CA,USA"
8198,Fort Myers,FL,USA,"Fort Myers,FL,USA"
8199,Lubbock,TX,USA,"Lubbock,TX,USA"
8200,Mt. Vernon,IN,USA,"Mt. Vernon,IN,USA"
8201,Calgary (Canada),AB,Canada,"Calgary (Canada),AB,Canada"
8202,New Britain,CT,USA,"New Britain,CT,USA"
8203,easley,SC,USA,"easley,SC,USA"
8204,North Charleston (Folly Beach),SC,USA,"North Charleston (Folly Beach),SC,USA"
8205,Show Low,AZ,USA,"Show Low,AZ,USA"
8206,Hot Springs,AR,USA,"Hot Springs,AR,USA"
8207,Swayze,IN,USA,"Swayze,IN,USA"
8208,Gainesville,GA,USA,"Gainesville,GA,USA"
8209,Santa Claus,IN,USA,"Santa Claus,IN,USA"
8210,Phoenix,AZ,USA,"Phoenix,AZ,USA"
8211,Enfield,NH,USA,"Enfield,NH,USA"
8212,Watauga,TX,USA,"Watauga,TX,USA"
8213,Candler,NC,USA,"Candler,NC,USA"
8214,Branford,CT,USA,"Branford,CT,USA"
8215,Gresham,OR,USA,"Gresham,OR,USA"
8216,Blackshear,GA,USA,"Blackshear,GA,USA"
8217,Mechanicsville,VA,USA,"Mechanicsville,VA,USA"
8218,Vero Beach,FL,USA,"Vero Beach,FL,USA"
8219,St. Augustine,FL,USA,"St. Augustine,FL,USA"
8220,Durham,NC,USA,"Durham,NC,USA"
8221,Post falls,ID,USA,"Post falls,ID,USA"
8222,I-16 south,GA,USA,"I-16 south,GA,USA"
8223,Parrish,FL,USA,"Parrish,FL,USA"
8224,Champions Gate,FL,USA,"Champions Gate,FL,USA"
8225,Belleview,FL,USA,"Belleview,FL,USA"
8226,Athens,GA,USA,"Athens,GA,USA"
8227,Hinesville,GA,USA,"Hinesville,GA,USA"
8228,Hinesville,GA,USA,"Hinesville,GA,USA"
8229,Mountlake Terrace,WA,USA,"Mountlake Terrace,WA,USA"
8230,Tampa,FL,USA,"Tampa,FL,USA"
8231,Firestone,CO,USA,"Firestone,CO,USA"
8232,Star Valley,AZ,USA,"Star Valley,AZ,USA"
8233,New York City (Brooklyn),NY,USA,"New York City (Brooklyn),NY,USA"
8234,Firozabad (India),,India,"Firozabad (India),India"
8235,Appleton,WI,USA,"Appleton,WI,USA"
8236,Dallas,GA,USA,"Dallas,GA,USA"
8237,Kingman,AZ,USA,"Kingman,AZ,USA"
8238,Crooked River Ranch,OR,USA,"Crooked River Ranch,OR,USA"
8239,Pine City,NY,USA,"Pine City,NY,USA"
8240,Surprise,AZ,USA,"Surprise,AZ,USA"
8241,Bois des Filions,,Canada,"Bois des Filions,Canada"
8242,Springfield,MO,USA,"Springfield,MO,USA"
8243,Lacey,WA,USA,"Lacey,WA,USA"
8244,Oregon City,OR,USA,"Oregon City,OR,USA"
8245,Grandview Heights,OH,USA,"Grandview Heights,OH,USA"
8246,Eatonton,GA,USA,"Eatonton,GA,USA"
8247,Woodbridge,NJ,USA,"Woodbridge,NJ,USA"
8248,Keene,NH,USA,"Keene,NH,USA"
8249,Northbrook,IL,USA,"Northbrook,IL,USA"
8250,Franklin,KY,USA,"Franklin,KY,USA"
8251,Erie,PA,USA,"Erie,PA,USA"
8252,Payson,AZ,USA,"Payson,AZ,USA"
8253,Brier,WA,USA,"Brier,WA,USA"
8254,Bridgton,ME,USA,"Bridgton,ME,USA"
8255,Minneapolis,MN,USA,"Minneapolis,MN,USA"
8256,Batesville and floral,AR,USA,"Batesville and floral,AR,USA"
8257,Hartford,CT,USA,"Hartford,CT,USA"
8258,Countryside,IL,USA,"Countryside,IL,USA"
8259,Dublin,PA,USA,"Dublin,PA,USA"
8260,New York City (Brooklyn),NY,USA,"New York City (Brooklyn),NY,USA"
8261,Pine City,NY,USA,"Pine City,NY,USA"
8262,Bremerton,WA,USA,"Bremerton,WA,USA"
8263,St. Louis,MO,USA,"St. Louis,MO,USA"
8264,Pompano Beach,FL,USA,"Pompano Beach,FL,USA"
8265,San Mateo,CA,USA,"San Mateo,CA,USA"
8266,Mountlake Terrace,WA,USA,"Mountlake Terrace,WA,USA"
8267,Glen Oaks,NY,USA,"Glen Oaks,NY,USA"
8268,Tulare,CA,USA,"Tulare,CA,USA"
8269,West Chester,PA,USA,"West Chester,PA,USA"
8270,Buffalo,NY,USA,"Buffalo,NY,USA"
8271,Edmonds,WA,USA,"Edmonds,WA,USA"
8272,Indianapolis,IN,USA,"Indianapolis,IN,USA"
8273,Albuquerque,NM,USA,"Albuquerque,NM,USA"
8274,Marietta,GA,USA,"Marietta,GA,USA"
8275,Lees Summit,MO,USA,"Lees Summit,MO,USA"
8276,Clarion,PA,USA,"Clarion,PA,USA"
8277,Estes Park,CO,USA,"Estes Park,CO,USA"
8278,Lafayette,CO,USA,"Lafayette,CO,USA"
8279,Spanish Valley,UT,USA,"Spanish Valley,UT,USA"
8280,Santa Fe,TX,USA,"Santa Fe,TX,USA"
8281,Nanaimo (Canada),BC,Canada,"Nanaimo (Canada),BC,Canada"
8282,Riverdale,UT,USA,"Riverdale,UT,USA"
8283,Hollywood,FL,USA,"Hollywood,FL,USA"
8284,Teaneck,NJ,USA,"Teaneck,NJ,USA"
8285,Garrettsville,OH,USA,"Garrettsville,OH,USA"
8286,Independence,KS,USA,"Independence,KS,USA"
8287,Indianapolis,IN,USA,"Indianapolis,IN,USA"
8288,Valdosta,GA,USA,"Valdosta,GA,USA"
8289,Church Hill,TN,USA,"Church Hill,TN,USA"
8290,Irmo,SC,USA,"Irmo,SC,USA"
8291,Porter,OK,USA,"Porter,OK,USA"
8292,Lexington,KY,USA,"Lexington,KY,USA"
8293,Sanford,FL,USA,"Sanford,FL,USA"
8294,Sanford,FL,USA,"Sanford,FL,USA"
8295,Kent,WA,USA,"Kent,WA,USA"
8296,Corona,CA,USA,"Corona,CA,USA"
8297,Port Washington,WI,USA,"Port Washington,WI,USA"
8298,Longview,WA,USA,"Longview,WA,USA"
8299,Imperial,MO,USA,"Imperial,MO,USA"
8300,Tucson,AZ,USA,"Tucson,AZ,USA"
8301,Kaneohe,HI,USA,"Kaneohe,HI,USA"
8302,Kaneohe,HI,USA,"Kaneohe,HI,USA"
8303,Palm Coast,FL,USA,"Palm Coast,FL,USA"
8304,Cheswick,PA,USA,"Cheswick,PA,USA"
8305,Bordentown,NJ,USA,"Bordentown,NJ,USA"
8306,Shoreline,WA,USA,"Shoreline,WA,USA"
8307,West Linn,OR,USA,"West Linn,OR,USA"
8308,St. Charles,IL,USA,"St. Charles,IL,USA"
8309,New Port Richey,FL,USA,"New Port Richey,FL,USA"
8310,Edisto,SC,USA,"Edisto,SC,USA"
8311,Streetsboro,OH,USA,"Streetsboro,OH,USA"
8312,Jonesboro,AR,USA,"Jonesboro,AR,USA"
8313,Tucson,AZ,USA,"Tucson,AZ,USA"
8314,Omaha,NE,USA,"Omaha,NE,USA"
8315,"Washington, DC",DC,USA,"Washington, DC,DC,USA"
8316,Springfield,IL,USA,"Springfield,IL,USA"
8317,Manchester,CT,USA,"Manchester,CT,USA"
8318,Mccrae,Victoria,Australia,"Mccrae,Victoria,Australia"
8319,,NJ,USA,"NJ,USA"
8320,Shelbyville,TN,USA,"Shelbyville,TN,USA"
8321,Oaklandon,IN,USA,"Oaklandon,IN,USA"
8322,Valdosta,GA,USA,"Valdosta,GA,USA"
8323,Collins,MS,USA,"Collins,MS,USA"
8324,West Bridgewater,MA,USA,"West Bridgewater,MA,USA"
8325,Bellevue,WA,USA,"Bellevue,WA,USA"
8326,Coral Springs,FL,USA,"Coral Springs,FL,USA"
8327,Alton,IN,USA,"Alton,IN,USA"
8328,Newland,NC,USA,"Newland,NC,USA"
8329,Grady,NM,USA,"Grady,NM,USA"
8330,Port Charlotte,FL,USA,"Port Charlotte,FL,USA"
8331,Kissimmee,FL,USA,"Kissimmee,FL,USA"
8332,Portland,OR,USA,"Portland,OR,USA"
8333,Monticello,UT,USA,"Monticello,UT,USA"
8334,Moore,TX,USA,"Moore,TX,USA"
8335,Baltimore,MD,USA,"Baltimore,MD,USA"
8336,Portland,OR,USA,"Portland,OR,USA"
8337,Altoona,AL,USA,"Altoona,AL,USA"
8338,Camas,WA,USA,"Camas,WA,USA"
8339,Gastonia,NC,USA,"Gastonia,NC,USA"
8340,Electric City,WA,USA,"Electric City,WA,USA"
8341,Palatine,IL,USA,"Palatine,IL,USA"
8342,Cincinnati,OH,USA,"Cincinnati,OH,USA"
8343,Hooper,CO,USA,"Hooper,CO,USA"
8344,HAMPDEN,MA,USA,"HAMPDEN,MA,USA"
8345,Edmond,OK,USA,"Edmond,OK,USA"
8346,Terre Haute,IN,USA,"Terre Haute,IN,USA"
8347,Tucson,AZ,USA,"Tucson,AZ,USA"
8348,Edmond,OK,USA,"Edmond,OK,USA"
8349,Fairfax,VT,USA,"Fairfax,VT,USA"
8350,Zephyr Hills,FL,USA,"Zephyr Hills,FL,USA"
8351,Tumwater,WA,USA,"Tumwater,WA,USA"
8352,Bakersfield,CA,USA,"Bakersfield,CA,USA"
8353,Santa Margarita,CA,USA,"Santa Margarita,CA,USA"
8354,Merseyside (UK/England),,United Kingdom,"Merseyside (UK/England),United Kingdom"
8355,Spokane,WA,USA,"Spokane,WA,USA"
8356,Moore,TX,USA,"Moore,TX,USA"
8357,Moore,TX,USA,"Moore,TX,USA"
8358,Portland,OR,USA,"Portland,OR,USA"
8359,Saint Leonard,MD,USA,"Saint Leonard,MD,USA"
8360,Dayton,OH,USA,"Dayton,OH,USA"
8361,Cayucos,CA,USA,"Cayucos,CA,USA"
8362,Vacaville,CA,USA,"Vacaville,CA,USA"
8363,Nyack,NY,USA,"Nyack,NY,USA"
8364,Ewing,KY,USA,"Ewing,KY,USA"
8365,Santa Barbara,CA,USA,"Santa Barbara,CA,USA"
8366,Dingman Township,PA,USA,"Dingman Township,PA,USA"
8367,Bordentown,NJ,USA,"Bordentown,NJ,USA"
8368,Fresno,TX,USA,"Fresno,TX,USA"
8369,Rochester,NY,USA,"Rochester,NY,USA"
8370,Buffalo,NY,USA,"Buffalo,NY,USA"
8371,Rhome,TX,USA,"Rhome,TX,USA"
8372,Evans,GA,USA,"Evans,GA,USA"
8373,Ellington/Somers,CT,USA,"Ellington/Somers,CT,USA"
8374,Cape Elizabeth,ME,USA,"Cape Elizabeth,ME,USA"
8375,Fort Lauderdale,FL,USA,"Fort Lauderdale,FL,USA"
8376,Crum Lynne,PA,USA,"Crum Lynne,PA,USA"
8377,Girard,OH,USA,"Girard,OH,USA"
8378,Midland,TX,USA,"Midland,TX,USA"
8379,Amarillo,TX,USA,"Amarillo,TX,USA"
8380,Nicoma Park,OK,USA,"Nicoma Park,OK,USA"
8381,Yucca,AZ,USA,"Yucca,AZ,USA"
8382,Richardson,TX,USA,"Richardson,TX,USA"
8383,Littleton,CO,USA,"Littleton,CO,USA"
8384,San Antonio,TX,USA,"San Antonio,TX,USA"
8385,Prosper,TX,USA,"Prosper,TX,USA"
8386,Jamesport,NY,USA,"Jamesport,NY,USA"
8387,Tulsa,OK,USA,"Tulsa,OK,USA"
8388,Seattle,WA,USA,"Seattle,WA,USA"
8389,Palm Desert,CA,USA,"Palm Desert,CA,USA"
8390,Aberdeen,MS,USA,"Aberdeen,MS,USA"
8391,Victoria,BC,Canada,"Victoria,BC,Canada"
8392,Winter Park,FL,USA,"Winter Park,FL,USA"
8393,Wichita,KS,USA,"Wichita,KS,USA"
8394,Surprise,AZ,USA,"Surprise,AZ,USA"
8395,Davie,FL,USA,"Davie,FL,USA"
8396,New Pekin,IN,USA,"New Pekin,IN,USA"
8397,Bend,OR,USA,"Bend,OR,USA"
8398,Sisters,OR,USA,"Sisters,OR,USA"
8399,Presidio,TX,USA,"Presidio,TX,USA"
8400,Independence,OR,USA,"Independence,OR,USA"
8401,Grovetown,GA,USA,"Grovetown,GA,USA"
8402,Norwalk,CT,USA,"Norwalk,CT,USA"
8403,Lancaster,MA,USA,"Lancaster,MA,USA"
8404,Lancaster,MA,USA,"Lancaster,MA,USA"
8405,Hudson,NC,USA,"Hudson,NC,USA"
8406,Geismar,LA,USA,"Geismar,LA,USA"
8407,Magna,UT,USA,"Magna,UT,USA"
8408,Quincy,IL,USA,"Quincy,IL,USA"
8409,Eunice,LA,USA,"Eunice,LA,USA"
8410,Port Charlotte,FL,USA,"Port Charlotte,FL,USA"
8411,Albuquerque (west of),NM,USA,"Albuquerque (west of),NM,USA"
8412,Gaston,SC,USA,"Gaston,SC,USA"
8413,South Lake Tahoe,CA,USA,"South Lake Tahoe,CA,USA"
8414,Peoria,AZ,USA,"Peoria,AZ,USA"
8415,Longwood,FL,USA,"Longwood,FL,USA"
8416,Melbourne (Australia),,Australia,"Melbourne (Australia),Australia"
8417,Center Conway,NH,USA,"Center Conway,NH,USA"
8418,Rockville,MD,USA,"Rockville,MD,USA"
8419,San Leandro,CA,USA,"San Leandro,CA,USA"
8420,Windham,OH,USA,"Windham,OH,USA"
8421,Pine City,NY,USA,"Pine City,NY,USA"
8422,Winnipeg (Canada),MB,Canada,"Winnipeg (Canada),MB,Canada"
8423,Tioga,PA,USA,"Tioga,PA,USA"
8424,Clarkston,MI,USA,"Clarkston,MI,USA"
8425,Nashville,TN,USA,"Nashville,TN,USA"
8426,Arlington,WA,USA,"Arlington,WA,USA"
8427,Doylestown,PA,USA,"Doylestown,PA,USA"
8428,Shoreline,WA,USA,"Shoreline,WA,USA"
8429,Lakewood,WA,USA,"Lakewood,WA,USA"
8430,Oxford,PA,USA,"Oxford,PA,USA"
8431,Whately,MA,USA,"Whately,MA,USA"
8432,Auburn,MA,USA,"Auburn,MA,USA"
8433,Salt Lake City,UT,USA,"Salt Lake City,UT,USA"
8434,Watsonville,CA,USA,"Watsonville,CA,USA"
8435,Salem,OR,USA,"Salem,OR,USA"
8436,Boardman,OR,USA,"Boardman,OR,USA"
8437,,PA,USA,"PA,USA"
8438,Watsonville,CA,USA,"Watsonville,CA,USA"
8439,Louisville,KY,USA,"Louisville,KY,USA"
8440,Clinton,NJ,USA,"Clinton,NJ,USA"
8441,Port allegany,PA,USA,"Port allegany,PA,USA"
8442,Wake Forest,NC,USA,"Wake Forest,NC,USA"
8443,Crestline,CA,USA,"Crestline,CA,USA"
8444,Plymouth,MA,USA,"Plymouth,MA,USA"
8445,Bennington,NE,USA,"Bennington,NE,USA"
8446,Katy,TX,USA,"Katy,TX,USA"
8447,La Vista NE,NE,USA,"La Vista NE,NE,USA"
8448,Lovingston,VA,USA,"Lovingston,VA,USA"
8449,El Paso,TX,USA,"El Paso,TX,USA"
8450,Johnson City,TN,USA,"Johnson City,TN,USA"
8451,Los Angeles,CA,USA,"Los Angeles,CA,USA"
8452,Green Valley-Henderson,NV,USA,"Green Valley-Henderson,NV,USA"
8453,Jonesboro,AR,USA,"Jonesboro,AR,USA"
8454,Clearwater,FL,USA,"Clearwater,FL,USA"
8455,Mt. Vernon,IN,USA,"Mt. Vernon,IN,USA"
8456,Fallbrook,CA,USA,"Fallbrook,CA,USA"
8457,Irvine,CA,USA,"Irvine,CA,USA"
8458,Bakersfield,CA,USA,"Bakersfield,CA,USA"
8459,Jacksonville,FL,USA,"Jacksonville,FL,USA"
8460,Hemet,CA,USA,"Hemet,CA,USA"
8461,Palm Springs,CA,USA,"Palm Springs,CA,USA"
8462,North Hollywood,CA,USA,"North Hollywood,CA,USA"
8463,Little Rock,AR,USA,"Little Rock,AR,USA"
8464,Des Plaines,IL,USA,"Des Plaines,IL,USA"
8465,Jonesboro,AR,USA,"Jonesboro,AR,USA"
8466,Columbus,OH,USA,"Columbus,OH,USA"
8467,Doolin (Ireland),,Ireland,"Doolin (Ireland),Ireland"
8468,Minneapolis,MN,USA,"Minneapolis,MN,USA"
8469,Socal,CA,USA,"Socal,CA,USA"
8470,Granbury,TX,USA,"Granbury,TX,USA"
8471,Clarksville,AR,USA,"Clarksville,AR,USA"
8472,Valdosta,GA,USA,"Valdosta,GA,USA"
8473,Gun Barrel City,TX,USA,"Gun Barrel City,TX,USA"
8474,Stoneman Lake,AZ,USA,"Stoneman Lake,AZ,USA"
8475,Union,MO,USA,"Union,MO,USA"
8476,Las Vegas,NV,USA,"Las Vegas,NV,USA"
8477,"Forest Hill, Melbourne (Australia)",,Australia,"Forest Hill, Melbourne (Australia),Australia"
8478,Canyon Lake,CA,USA,"Canyon Lake,CA,USA"
8479,Kissimmee,FL,USA,"Kissimmee,FL,USA"
8480,Bolingbrook,IL,USA,"Bolingbrook,IL,USA"
8481,Calgary (Canada),AB,Canada,"Calgary (Canada),AB,Canada"
8482,Faribauot,MN,USA,"Faribauot,MN,USA"
8483,Perry,OK,USA,"Perry,OK,USA"
8484,Granbury,TX,USA,"Granbury,TX,USA"
8485,Morongo Valley,CA,USA,"Morongo Valley,CA,USA"
8486,Mt. Baldy,CA,USA,"Mt. Baldy,CA,USA"
8487,Margate,FL,USA,"Margate,FL,USA"
8488,Auburn,CA,USA,"Auburn,CA,USA"
8489,Fork,SC,USA,"Fork,SC,USA"
8490,Riverdale,NJ,USA,"Riverdale,NJ,USA"
8491,Sacramento,CA,USA,"Sacramento,CA,USA"
8492,Central Point,OR,USA,"Central Point,OR,USA"
8493,Dean City,FL,USA,"Dean City,FL,USA"
8494,Grand Rapids,MN,USA,"Grand Rapids,MN,USA"
8495,Pine City,NY,USA,"Pine City,NY,USA"
8496,Pine,AZ,USA,"Pine,AZ,USA"
8497,Tooele Utah,UT,USA,"Tooele Utah,UT,USA"
8498,Charleston,WV,USA,"Charleston,WV,USA"
8499,"Washington, D.C.",DC,USA,"Washington, D.C.,DC,USA"
8500,Salem,OR,USA,"Salem,OR,USA"
8501,,NM,USA,"NM,USA"
8502,El Rito,NM,USA,"El Rito,NM,USA"
8503,Sandy,UT,USA,"Sandy,UT,USA"
8504,Gaston,SC,USA,"Gaston,SC,USA"
8505,Oxford,CT,USA,"Oxford,CT,USA"
8506,Williams Bay,WI,USA,"Williams Bay,WI,USA"
8507,Pittsfield,MA,USA,"Pittsfield,MA,USA"
8508,Dorset,VT,USA,"Dorset,VT,USA"
8509,Oak Island,NC,USA,"Oak Island,NC,USA"
8510,Medford,OR,USA,"Medford,OR,USA"
8511,New Rochelle,NY,USA,"New Rochelle,NY,USA"
8512,Crossville,TN,USA,"Crossville,TN,USA"
8513,Indio,CA,USA,"Indio,CA,USA"
8514,Alpharetta,GA,USA,"Alpharetta,GA,USA"
8515,Austin,TX,USA,"Austin,TX,USA"
8516,Scranton,PA,USA,"Scranton,PA,USA"
8517,Flint,MI,USA,"Flint,MI,USA"
8518,Land o'Lakes,FL,USA,"Land o'Lakes,FL,USA"
8519,Hartland,MI,USA,"Hartland,MI,USA"
8520,Pocatello,ID,USA,"Pocatello,ID,USA"
8521,South Salt Lake,UT,USA,"South Salt Lake,UT,USA"
8522,Clovis,NM,USA,"Clovis,NM,USA"
8523,St Charles,IL,USA,"St Charles,IL,USA"
8524,Gloucester,VA,USA,"Gloucester,VA,USA"
8525,Las Vegas,NV,USA,"Las Vegas,NV,USA"
8526,Myrtle Beach,SC,USA,"Myrtle Beach,SC,USA"
8527,Boise,NH,USA,"Boise,NH,USA"
8528,Kansas City,MO,USA,"Kansas City,MO,USA"
8529,Littleton,CO,USA,"Littleton,CO,USA"
8530,Mehama,OR,USA,"Mehama,OR,USA"
8531,Malaysia,,Malaysia,"Malaysia,Malaysia"
8532,Salem,OR,USA,"Salem,OR,USA"
8533,Downey,CA,USA,"Downey,CA,USA"
8534,Grand Rapids/Blackberry Township,MN,USA,"Grand Rapids/Blackberry Township,MN,USA"
8535,Kokomo,IN,USA,"Kokomo,IN,USA"
8536,Southbury,CT,USA,"Southbury,CT,USA"
8537,Lakewood,WA,USA,"Lakewood,WA,USA"
8538,Milwaukee,WI,USA,"Milwaukee,WI,USA"
8539,Dallas,TX,USA,"Dallas,TX,USA"
8540,Chicago,IL,USA,"Chicago,IL,USA"
8541,Melbourne (Australia),,Australia,"Melbourne (Australia),Australia"
8542,Near Jemez,NM,USA,"Near Jemez,NM,USA"
8543,Littleton,CO,USA,"Littleton,CO,USA"
8544,Portland,OR,USA,"Portland,OR,USA"
8545,Chicago,IL,USA,"Chicago,IL,USA"
8546,Myrtle Beach,SC,USA,"Myrtle Beach,SC,USA"
8547,Laurel,MD,USA,"Laurel,MD,USA"
8548,Reading Center,NY,USA,"Reading Center,NY,USA"
8549,Myrtle Beach,SC,USA,"Myrtle Beach,SC,USA"
8550,Pueblo,CO,USA,"Pueblo,CO,USA"
8551,New Britain,CT,USA,"New Britain,CT,USA"
8552,Tetonia,ID,USA,"Tetonia,ID,USA"
8553,Gautier,MS,USA,"Gautier,MS,USA"
8554,Balch Springs,TX,USA,"Balch Springs,TX,USA"
8555,Englewood,CO,USA,"Englewood,CO,USA"
8556,Sherman Oaks,CA,USA,"Sherman Oaks,CA,USA"
8557,Independence,OR,USA,"Independence,OR,USA"
8558,Furlong,PA,USA,"Furlong,PA,USA"
8559,Worcester,MA,USA,"Worcester,MA,USA"
8560,Massapequa,NY,USA,"Massapequa,NY,USA"
8561,Mt. Vernon,IN,USA,"Mt. Vernon,IN,USA"
8562,Estes Park,CO,USA,"Estes Park,CO,USA"
8563,Goodhue,MN,USA,"Goodhue,MN,USA"
8564,Portland,IN,USA,"Portland,IN,USA"
8565,Sonoma,CA,USA,"Sonoma,CA,USA"
8566,Syosset,NY,USA,"Syosset,NY,USA"
8567,East Jordan,MI,USA,"East Jordan,MI,USA"
8568,Brighton,MI,USA,"Brighton,MI,USA"
8569,Toledo,OH,USA,"Toledo,OH,USA"
8570,Alexander City,GA,USA,"Alexander City,GA,USA"
8571,Middleport,NY,USA,"Middleport,NY,USA"
8572,Alamo,MI,USA,"Alamo,MI,USA"
8573,Shreveport,LA,USA,"Shreveport,LA,USA"
